episode,timestep,reward
1,46,80.0
3,92,72.0
5,138,56.5
7,184,64.5
9,230,58.5
11,276,62.5
13,322,56.5
15,368,80.0
17,414,68.0
19,460,69.5
21,506,59.5
23,552,65.0
25,598,64.0
27,644,61.0
29,690,67.0
31,736,59.5
33,782,69.5
35,828,60.0
37,874,60.0
39,920,56.0
41,966,64.5
43,1012,73.0
45,1058,77.0
47,1104,69.5
49,1150,69.5
51,1196,65.0
53,1242,73.5
55,1288,62.5
57,1334,68.0
59,1380,69.5
61,1426,72.5
63,1472,65.5
65,1518,60.0
67,1564,68.5
69,1610,72.5
71,1656,64.0
73,1702,56.5
75,1748,60.5
77,1794,60.0
79,1840,55.5
81,1886,80.0
83,1932,88.0
85,1978,69.5
87,2024,70.5
89,2070,68.0
91,2116,62.5
93,2162,69.5
95,2208,80.5
97,2254,66.0
99,2300,71.5
101,2346,64.5
103,2392,62.5
105,2438,64.5
107,2484,64.0
109,2530,62.5
111,2576,70.5
113,2622,72.5
115,2668,61.0
117,2714,59.5
119,2760,67.5
121,2806,55.0
