episode,timestep,reward
1,46,29.0
3,92,42.0
5,138,49.0
7,184,34.0
9,230,51.0
11,276,33.0
13,322,44.0
15,368,37.0
17,414,39.0
19,460,37.0
21,506,35.5
23,552,42.5
25,598,45.5
27,644,45.0
29,690,43.5
31,736,44.0
33,782,48.5
35,828,60.5
37,874,48.0
39,920,60.0
41,966,40.5
43,1012,54.5
45,1058,49.0
47,1104,65.5
49,1150,59.5
51,1196,66.5
53,1242,57.5
55,1288,58.5
57,1334,60.5
59,1380,44.0
61,1426,51.0
63,1472,43.5
65,1518,41.5
67,1564,52.5
69,1610,57.0
71,1656,51.0
73,1702,39.0
75,1748,49.5
77,1794,45.0
79,1840,47.5
81,1886,49.5
83,1932,49.5
85,1978,48.0
87,2024,44.5
89,2070,40.0
91,2116,53.0
93,2162,47.5
95,2208,57.0
97,2254,50.0
99,2300,48.5
101,2346,48.5
103,2392,63.0
105,2438,61.5
107,2484,59.5
109,2530,61.5
111,2576,53.5
113,2622,38.0
115,2668,59.5
117,2714,50.5
119,2760,74.0
121,2806,45.0
123,2852,35.0
125,2898,65.0
127,2944,44.0
129,2990,69.5
131,3036,40.0
133,3082,78.5
135,3128,54.0
137,3174,58.0
139,3220,53.5
141,3266,50.0
143,3312,58.0
145,3358,54.0
147,3404,41.0
149,3450,91.0
151,3496,76.0
153,3542,49.0
155,3588,44.5
157,3634,41.5
159,3680,57.5
161,3726,70.0
163,3772,62.5
165,3818,62.0
167,3864,49.0
169,3910,74.0
171,3956,44.0
173,4002,74.5
175,4048,69.0
177,4094,70.5
179,4140,81.5
181,4186,74.5
183,4232,82.0
185,4278,69.5
187,4324,81.0
189,4370,77.5
191,4416,63.5
193,4462,72.0
195,4508,78.5
197,4554,87.0
199,4600,80.5
201,4646,82.5
203,4692,72.0
205,4738,75.5
207,4784,81.0
209,4830,73.0
211,4876,53.0
213,4922,69.5
215,4968,78.5
217,5014,75.5
219,5060,82.0
221,5106,77.5
223,5152,85.5
225,5198,93.5
227,5244,68.0
229,5290,81.0
231,5336,73.0
233,5382,77.5
235,5428,78.0
237,5474,82.5
239,5520,78.5
241,5566,75.5
243,5612,82.5
245,5658,63.0
247,5704,87.5
249,5750,84.5
251,5796,87.0
253,5842,78.0
255,5888,89.0
257,5934,70.0
259,5980,73.0
261,6026,82.5
263,6072,79.5
265,6118,79.0
267,6164,76.0
269,6210,69.5
271,6256,88.5
273,6302,92.5
275,6348,76.5
277,6394,71.5
279,6440,77.5
281,6486,88.0
283,6532,104.0
285,6578,84.5
287,6624,60.5
289,6670,91.0
291,6716,81.5
293,6762,74.0
295,6808,76.0
297,6854,93.5
299,6900,77.5
301,6946,79.0
303,6992,77.0
305,7038,83.0
307,7084,80.5
309,7130,88.5
311,7176,87.5
313,7222,79.0
315,7268,78.5
317,7314,81.0
319,7360,99.0
321,7406,72.5
323,7452,93.5
325,7498,81.5
327,7544,86.5
329,7590,85.0
331,7636,76.5
333,7682,82.5
335,7728,79.0
337,7774,77.0
339,7820,85.5
341,7866,87.5
343,7912,70.5
345,7958,92.5
347,8004,93.0
349,8050,70.5
351,8096,93.5
353,8142,81.5
355,8188,91.0
357,8234,91.5
359,8280,73.0
361,8326,66.5
363,8372,74.0
365,8418,98.5
367,8464,84.5
369,8510,96.0
371,8556,85.0
373,8602,94.5
375,8648,71.5
377,8694,92.0
379,8740,87.5
381,8786,87.5
383,8832,85.0
385,8878,75.5
387,8924,92.5
389,8970,90.0
391,9016,82.5
393,9062,79.5
395,9108,80.5
397,9154,58.5
399,9200,80.0
401,9246,75.0
403,9292,84.0
405,9338,74.0
407,9384,72.5
409,9430,74.5
411,9476,82.5
413,9522,79.0
415,9568,83.5
417,9614,86.5
419,9660,68.5
421,9706,83.5
423,9752,97.5
425,9798,74.0
427,9844,79.5
429,9890,87.0
431,9936,87.0
433,9982,73.0
435,10028,79.5
437,10074,84.5
439,10120,84.0
441,10166,88.5
443,10212,79.0
445,10258,73.5
447,10304,99.5
449,10350,78.0
451,10396,87.0
453,10442,83.5
455,10488,85.5
457,10534,82.5
459,10580,94.5
461,10626,83.5
463,10672,88.5
465,10718,88.5
467,10764,82.0
469,10810,114.0
471,10856,91.0
473,10902,80.0
475,10948,83.5
477,10994,71.0
479,11040,89.0
481,11086,86.5
483,11132,81.0
485,11178,74.0
487,11224,88.5
489,11270,94.0
491,11316,92.5
493,11362,83.5
495,11408,91.0
497,11454,72.5
499,11500,90.0
501,11546,66.5
503,11592,75.5
505,11638,76.0
507,11684,78.5
509,11730,85.0
511,11776,100.5
513,11822,94.0
515,11868,91.0
517,11914,80.5
519,11960,76.0
521,12006,85.0
523,12052,82.5
525,12098,84.5
527,12144,83.0
529,12190,90.5
531,12236,81.5
533,12282,90.5
535,12328,83.5
537,12374,97.0
539,12420,83.5
541,12466,86.0
543,12512,101.5
545,12558,89.0
547,12604,74.0
549,12650,79.5
551,12696,87.5
553,12742,73.5
555,12788,90.5
557,12834,91.5
559,12880,89.0
561,12926,115.5
563,12972,87.0
565,13018,81.5
567,13064,93.0
569,13110,58.0
571,13156,82.5
573,13202,90.0
575,13248,82.5
577,13294,94.0
579,13340,106.5
581,13386,69.0
583,13432,77.0
585,13478,89.5
587,13524,64.0
589,13570,103.5
591,13616,91.0
593,13662,102.0
595,13708,102.0
597,13754,88.0
599,13800,84.0
601,13846,94.5
603,13892,95.0
605,13938,92.5
607,13984,88.5
609,14030,101.0
611,14076,103.5
613,14122,99.0
615,14168,100.5
617,14214,103.5
619,14260,95.5
621,14306,88.0
623,14352,97.0
625,14398,102.0
627,14444,94.0
629,14490,87.5
631,14536,90.5
633,14582,95.0
635,14628,76.5
637,14674,103.0
639,14720,102.0
641,14766,99.5
643,14812,88.5
645,14858,93.5
647,14904,83.0
649,14950,105.0
651,14996,112.0
653,15042,87.0
655,15088,101.5
657,15134,100.5
659,15180,99.5
661,15226,96.5
663,15272,104.0
665,15318,98.0
667,15364,98.5
669,15410,82.0
671,15456,98.5
673,15502,90.5
675,15548,95.5
677,15594,83.5
679,15640,84.0
681,15686,90.0
683,15732,84.5
685,15778,88.0
687,15824,104.5
689,15870,101.0
691,15916,109.0
693,15962,97.0
695,16008,106.5
697,16054,92.0
699,16100,103.5
701,16146,103.5
703,16192,108.0
705,16238,71.0
707,16284,104.0
709,16330,102.5
711,16376,110.5
713,16422,90.5
715,16468,99.5
717,16514,97.0
719,16560,92.0
721,16606,88.0
723,16652,94.5
725,16698,91.5
727,16744,96.0
729,16790,109.5
731,16836,101.5
733,16882,118.5
735,16928,94.0
737,16974,85.5
739,17020,97.0
741,17066,87.5
743,17112,103.5
745,17158,92.0
747,17204,99.5
749,17250,98.0
751,17296,106.5
753,17342,91.5
755,17388,69.5
757,17434,100.5
759,17480,107.0
761,17526,117.5
763,17572,104.5
765,17618,81.0
767,17664,90.0
769,17710,90.5
771,17756,103.0
773,17802,63.5
775,17848,78.5
777,17894,84.0
779,17940,113.0
781,17986,90.5
783,18032,103.5
785,18078,108.0
787,18124,94.0
789,18170,112.0
791,18216,104.5
793,18262,110.5
795,18308,107.5
797,18354,94.0
799,18400,92.5
801,18446,95.5
803,18492,101.5
805,18538,88.5
807,18584,89.0
809,18630,97.0
811,18676,97.0
