episode,timestep,reward
1,46,-47.0
3,92,-60.5
5,138,48.0
7,184,46.5
9,230,42.0
11,276,-66.0
13,322,-44.5
15,368,-63.5
17,414,-9.5
19,460,-68.5
21,506,-115.5
23,552,-11.5
25,598,-55.0
27,644,-7.5
29,690,-6.5
31,736,39.0
33,782,45.0
35,828,-105.5
37,874,-5.5
39,920,6.0
41,966,5.0
43,1012,48.5
45,1058,-163.5
47,1104,47.5
49,1150,-62.5
51,1196,-63.0
53,1242,-58.5
55,1288,-61.0
57,1334,-63.5
59,1380,-16.0
61,1426,46.0
63,1472,-48.0
65,1518,-54.0
67,1564,-10.0
69,1610,33.0
71,1656,-7.5
73,1702,41.5
75,1748,-63.0
77,1794,-56.0
79,1840,-211.5
81,1886,-10.5
83,1932,-55.0
85,1978,44.5
87,2024,45.0
89,2070,-110.0
91,2116,-60.0
93,2162,-53.0
95,2208,43.0
97,2254,57.5
99,2300,-11.5
101,2346,-14.5
103,2392,-4.0
105,2438,37.5
107,2484,5.5
109,2530,2.0
111,2576,0.5
113,2622,41.0
115,2668,-58.0
117,2714,-12.5
119,2760,-56.0
121,2806,-7.5
123,2852,-11.0
125,2898,10.5
127,2944,-14.0
129,2990,37.5
131,3036,50.5
133,3082,28.5
135,3128,-52.5
137,3174,43.0
139,3220,22.0
141,3266,-7.5
143,3312,-4.0
145,3358,41.5
147,3404,46.0
149,3450,46.5
151,3496,-8.0
153,3542,46.0
155,3588,-9.5
157,3634,-50.5
159,3680,4.0
161,3726,-47.0
163,3772,-8.0
165,3818,-3.5
167,3864,-3.5
169,3910,3.5
171,3956,-99.0
173,4002,45.5
175,4048,-46.0
177,4094,-113.0
179,4140,-57.5
181,4186,0.0
183,4232,-93.0
185,4278,-96.5
187,4324,-106.5
189,4370,-10.0
191,4416,50.5
193,4462,35.5
195,4508,5.5
197,4554,-86.0
199,4600,-4.0
201,4646,-62.0
203,4692,43.0
205,4738,52.5
207,4784,-13.0
209,4830,42.5
211,4876,-6.0
213,4922,4.5
215,4968,-6.5
217,5014,43.5
219,5060,-13.5
221,5106,-6.0
223,5152,-105.5
225,5198,43.5
227,5244,2.5
229,5290,-60.5
231,5336,3.0
233,5382,-10.0
235,5428,50.0
237,5474,-7.0
239,5520,-13.5
241,5566,28.5
243,5612,-91.0
245,5658,-60.0
247,5704,46.5
249,5750,42.0
251,5796,39.5
253,5842,-6.5
255,5888,-12.0
257,5934,-57.0
259,5980,6.0
261,6026,49.5
263,6072,-4.0
265,6118,-4.0
267,6164,-48.5
269,6210,-6.5
271,6256,48.5
273,6302,45.0
275,6348,47.0
277,6394,-9.5
279,6440,51.5
281,6486,-54.5
283,6532,-5.0
285,6578,40.0
287,6624,-9.5
289,6670,34.5
291,6716,-10.5
293,6762,-56.5
295,6808,-56.5
297,6854,-49.5
299,6900,45.0
301,6946,-58.0
303,6992,-106.5
305,7038,-59.0
307,7084,1.0
309,7130,42.5
311,7176,-7.5
313,7222,43.5
315,7268,-55.5
317,7314,0.0
319,7360,-168.5
321,7406,43.0
323,7452,-60.5
325,7498,-4.0
327,7544,-49.0
329,7590,45.0
331,7636,-113.0
333,7682,-5.5
335,7728,60.5
337,7774,-48.5
339,7820,-2.0
341,7866,19.5
343,7912,-59.0
345,7958,-52.0
347,8004,-61.0
349,8050,28.0
351,8096,-11.0
353,8142,2.5
355,8188,64.5
357,8234,-1.0
359,8280,44.5
361,8326,-61.0
363,8372,56.0
365,8418,37.5
367,8464,60.0
369,8510,6.0
371,8556,49.0
373,8602,45.0
375,8648,-46.0
377,8694,-61.0
379,8740,48.5
381,8786,-53.0
383,8832,14.0
385,8878,-7.0
387,8924,42.0
389,8970,-4.0
391,9016,45.0
393,9062,62.0
395,9108,-51.5
397,9154,-42.0
399,9200,-14.0
401,9246,39.0
403,9292,-61.5
405,9338,-3.0
407,9384,5.5
409,9430,-5.0
411,9476,-3.0
413,9522,-6.0
415,9568,-102.5
417,9614,-10.5
419,9660,41.5
421,9706,41.5
423,9752,57.5
425,9798,-4.5
427,9844,57.0
429,9890,46.5
431,9936,43.0
433,9982,-7.5
435,10028,-4.0
437,10074,-59.5
439,10120,-95.0
441,10166,10.0
443,10212,-91.5
445,10258,-3.0
447,10304,-52.5
449,10350,-48.5
451,10396,-6.5
453,10442,-3.5
455,10488,13.0
457,10534,1.5
459,10580,-54.0
461,10626,6.0
463,10672,-43.0
465,10718,-9.0
467,10764,-7.5
469,10810,-111.0
471,10856,4.0
473,10902,53.0
475,10948,0.5
477,10994,-45.0
479,11040,11.5
481,11086,-60.0
483,11132,2.0
485,11178,-45.5
487,11224,38.5
489,11270,52.0
491,11316,-60.0
493,11362,2.5
495,11408,48.5
497,11454,-6.0
499,11500,45.0
501,11546,43.0
503,11592,-30.0
505,11638,63.0
507,11684,-8.5
509,11730,-194.0
511,11776,47.5
513,11822,45.0
515,11868,-5.0
517,11914,-53.0
519,11960,63.0
521,12006,-5.0
523,12052,-63.5
525,12098,-100.0
527,12144,45.0
529,12190,20.0
531,12236,-45.5
533,12282,7.5
535,12328,-4.5
537,12374,-43.5
539,12420,-113.5
541,12466,-6.5
543,12512,38.5
545,12558,21.5
547,12604,-53.0
549,12650,17.0
551,12696,-102.0
553,12742,3.5
555,12788,-1.0
557,12834,56.5
559,12880,-59.5
561,12926,47.0
563,12972,-14.5
565,13018,-57.0
567,13064,12.0
569,13110,-113.5
571,13156,-2.0
573,13202,-52.5
575,13248,3.0
577,13294,3.5
579,13340,35.5
581,13386,-5.5
583,13432,-53.0
585,13478,11.0
587,13524,16.0
589,13570,44.5
591,13616,5.5
593,13662,46.5
595,13708,2.0
597,13754,7.5
599,13800,-27.0
601,13846,54.5
603,13892,-1.5
605,13938,55.0
607,13984,17.5
609,14030,51.5
611,14076,47.0
613,14122,-99.0
615,14168,-12.0
617,14214,-5.0
619,14260,-88.5
621,14306,9.0
623,14352,45.5
625,14398,-3.5
627,14444,1.5
629,14490,-11.5
631,14536,0.5
633,14582,59.5
635,14628,39.5
637,14674,45.0
639,14720,-130.0
641,14766,5.5
643,14812,-44.0
645,14858,61.0
647,14904,-60.5
649,14950,-96.5
651,14996,-62.5
653,15042,-40.0
655,15088,-43.5
657,15134,2.0
659,15180,-6.5
661,15226,-48.0
663,15272,47.5
665,15318,58.0
667,15364,52.0
669,15410,-41.5
671,15456,34.5
673,15502,-104.0
675,15548,-106.5
677,15594,55.0
679,15640,50.0
681,15686,-42.0
683,15732,41.5
685,15778,61.0
687,15824,6.0
689,15870,34.5
691,15916,2.0
693,15962,-155.5
695,16008,-7.5
697,16054,-48.5
699,16100,-52.0
701,16146,-2.5
703,16192,36.0
705,16238,-11.5
707,16284,5.0
709,16330,-49.5
711,16376,-99.0
713,16422,-5.5
715,16468,-202.0
717,16514,-26.5
719,16560,-38.0
721,16606,-109.0
723,16652,-49.0
725,16698,-50.5
727,16744,2.5
729,16790,2.0
731,16836,61.5
733,16882,-50.0
735,16928,-107.5
737,16974,58.5
739,17020,-59.0
741,17066,-96.5
743,17112,-194.0
745,17158,-80.5
747,17204,-4.5
749,17250,47.5
751,17296,-97.5
753,17342,49.0
755,17388,12.0
757,17434,0.0
759,17480,53.5
761,17526,-48.5
763,17572,-11.0
765,17618,-143.0
767,17664,5.5
769,17710,-13.0
771,17756,-155.0
773,17802,-50.5
775,17848,57.0
777,17894,-47.5
779,17940,-38.0
781,17986,-55.0
783,18032,-57.0
785,18078,-8.0
787,18124,-159.5
789,18170,6.5
791,18216,3.5
793,18262,-52.0
795,18308,68.5
797,18354,67.0
799,18400,50.5
801,18446,-46.0
803,18492,-104.5
805,18538,-100.5
807,18584,48.5
809,18630,1.0
811,18676,69.0
813,18722,44.0
815,18768,-54.5
817,18814,-54.0
819,18860,51.0
821,18906,-55.0
823,18952,-109.5
825,18998,-12.0
827,19044,-7.5
829,19090,47.0
831,19136,-63.5
833,19182,22.0
835,19228,68.0
837,19274,-36.5
839,19320,-51.0
841,19366,51.0
843,19412,-1.5
845,19458,-160.0
847,19504,11.5
849,19550,4.5
851,19596,-161.0
853,19642,13.0
855,19688,54.0
857,19734,-44.0
859,19780,-47.0
861,19826,5.5
863,19872,58.0
865,19918,-9.5
867,19964,-31.5
869,20010,-99.5
