episode,timestep,reward
1,46,58.0
3,92,61.5
5,138,64.5
7,184,58.5
9,230,58.5
11,276,63.5
13,322,78.5
15,368,65.5
17,414,63.0
19,460,59.5
21,506,73.0
23,552,62.5
25,598,61.0
27,644,59.0
29,690,64.5
31,736,66.5
33,782,62.5
35,828,60.5
37,874,61.0
39,920,65.0
41,966,66.0
43,1012,54.5
45,1058,64.0
47,1104,55.5
49,1150,65.0
51,1196,63.5
53,1242,61.0
55,1288,63.5
57,1334,64.0
59,1380,72.0
61,1426,73.0
63,1472,57.5
65,1518,70.0
67,1564,81.0
69,1610,57.0
71,1656,61.5
73,1702,62.5
75,1748,68.0
77,1794,70.0
79,1840,81.0
81,1886,76.0
83,1932,62.0
85,1978,85.5
87,2024,72.0
89,2070,64.0
91,2116,60.5
93,2162,72.0
95,2208,64.0
97,2254,58.0
99,2300,84.5
101,2346,58.5
103,2392,61.0
105,2438,85.0
107,2484,67.0
109,2530,77.5
111,2576,62.5
113,2622,55.0
115,2668,65.0
117,2714,57.0
119,2760,58.0
121,2806,62.5
123,2852,61.5
125,2898,64.5
127,2944,63.5
129,2990,73.0
131,3036,61.0
133,3082,66.0
135,3128,71.5
137,3174,67.0
139,3220,67.0
141,3266,82.5
143,3312,58.0
145,3358,69.5
147,3404,76.5
149,3450,59.0
151,3496,71.0
153,3542,65.0
155,3588,70.5
157,3634,77.5
159,3680,64.5
161,3726,63.0
163,3772,70.5
165,3818,63.0
167,3864,62.0
169,3910,77.0
171,3956,66.0
173,4002,73.0
175,4048,64.5
177,4094,70.5
179,4140,74.0
181,4186,72.0
183,4232,69.5
185,4278,79.5
187,4324,59.0
189,4370,62.0
191,4416,64.0
193,4462,66.0
195,4508,74.5
197,4554,59.0
199,4600,64.5
201,4646,65.0
203,4692,70.0
205,4738,76.5
207,4784,69.0
209,4830,62.5
211,4876,68.0
213,4922,60.5
215,4968,72.0
217,5014,63.5
219,5060,69.5
221,5106,67.5
223,5152,68.5
225,5198,82.5
227,5244,69.0
229,5290,64.5
231,5336,68.5
233,5382,75.0
235,5428,72.0
237,5474,75.5
239,5520,62.0
241,5566,72.0
243,5612,62.0
245,5658,69.0
247,5704,65.5
249,5750,109.0
251,5796,61.5
253,5842,61.0
255,5888,77.0
257,5934,63.0
259,5980,66.5
261,6026,80.5
263,6072,77.0
265,6118,58.5
267,6164,61.0
269,6210,67.5
271,6256,77.0
273,6302,62.0
275,6348,74.5
277,6394,68.5
279,6440,69.0
281,6486,100.0
283,6532,67.5
285,6578,76.5
287,6624,63.5
289,6670,75.5
291,6716,85.0
293,6762,106.5
295,6808,76.5
297,6854,70.0
299,6900,71.0
301,6946,74.0
303,6992,62.5
305,7038,63.5
307,7084,64.5
309,7130,95.5
311,7176,71.0
313,7222,65.5
315,7268,72.0
317,7314,105.0
319,7360,100.5
321,7406,55.5
