episode,timestep,reward
1,46,30.0
3,92,59.5
5,138,36.0
7,184,42.0
9,230,40.5
11,276,41.0
13,322,38.0
15,368,51.0
17,414,44.5
19,460,47.0
21,506,42.5
23,552,36.0
25,598,43.0
27,644,39.0
29,690,43.0
31,736,37.0
33,782,36.5
35,828,44.0
37,874,46.0
39,920,57.0
41,966,36.5
43,1012,37.0
45,1058,63.0
47,1104,42.0
49,1150,56.5
51,1196,38.0
53,1242,43.0
55,1288,39.0
57,1334,37.5
59,1380,54.0
61,1426,59.0
63,1472,46.0
65,1518,39.5
67,1564,32.5
69,1610,40.5
71,1656,51.0
73,1702,56.0
75,1748,37.5
77,1794,40.5
79,1840,38.5
81,1886,43.5
83,1932,44.0
85,1978,41.0
87,2024,38.5
89,2070,55.5
91,2116,35.5
93,2162,51.5
95,2208,48.0
97,2254,37.5
99,2300,42.0
101,2346,37.5
103,2392,61.5
105,2438,41.5
107,2484,47.0
109,2530,45.0
111,2576,51.5
113,2622,34.5
115,2668,39.5
117,2714,62.0
119,2760,50.5
121,2806,43.0
123,2852,46.5
125,2898,53.5
127,2944,38.0
129,2990,46.0
131,3036,55.5
133,3082,54.0
135,3128,70.0
137,3174,34.5
139,3220,41.0
141,3266,47.0
143,3312,43.0
145,3358,54.5
147,3404,42.0
149,3450,40.5
151,3496,46.0
153,3542,51.0
155,3588,40.0
157,3634,71.0
159,3680,37.5
161,3726,50.0
163,3772,53.5
165,3818,46.0
167,3864,44.0
169,3910,50.0
171,3956,43.0
173,4002,41.0
175,4048,47.0
177,4094,54.5
179,4140,61.0
181,4186,44.5
183,4232,41.5
185,4278,46.0
187,4324,43.5
189,4370,73.5
191,4416,43.0
193,4462,38.0
195,4508,48.0
197,4554,36.0
199,4600,38.0
201,4646,49.0
203,4692,52.0
205,4738,43.5
207,4784,70.5
209,4830,71.5
211,4876,50.0
213,4922,51.0
215,4968,38.0
217,5014,54.5
219,5060,44.0
221,5106,48.5
223,5152,53.0
225,5198,65.5
227,5244,43.5
229,5290,58.5
231,5336,62.0
233,5382,43.0
235,5428,37.5
237,5474,57.0
239,5520,52.5
241,5566,62.5
243,5612,50.5
245,5658,47.0
247,5704,63.5
249,5750,59.5
251,5796,54.0
253,5842,60.0
255,5888,41.5
257,5934,46.5
259,5980,71.5
261,6026,47.5
263,6072,64.5
265,6118,72.5
267,6164,78.5
269,6210,56.5
271,6256,55.0
273,6302,51.5
275,6348,75.0
277,6394,48.0
279,6440,69.5
281,6486,68.5
283,6532,56.5
285,6578,70.5
287,6624,48.0
289,6670,59.5
291,6716,65.0
293,6762,62.5
295,6808,44.0
297,6854,68.5
299,6900,55.5
301,6946,59.0
303,6992,77.0
305,7038,75.5
307,7084,70.5
309,7130,40.0
311,7176,43.0
