episode,timestep,reward
1,46,52.0
3,92,26.0
5,138,23.5
7,184,26.0
9,230,29.5
11,276,48.0
13,322,7.5
15,368,73.0
17,414,15.5
19,460,31.5
21,506,31.0
23,552,26.0
25,598,51.0
27,644,32.0
29,690,30.0
31,736,29.5
33,782,3.0
35,828,56.5
37,874,62.5
39,920,37.0
41,966,16.0
43,1012,42.5
45,1058,1.5
47,1104,25.0
49,1150,45.5
51,1196,-29.5
53,1242,61.0
55,1288,45.0
57,1334,44.5
59,1380,51.0
61,1426,56.0
63,1472,40.5
65,1518,50.5
67,1564,45.5
69,1610,47.0
71,1656,60.0
73,1702,24.0
75,1748,65.0
77,1794,43.0
79,1840,39.5
81,1886,49.5
83,1932,-11.0
85,1978,38.5
87,2024,52.5
89,2070,21.5
91,2116,72.0
93,2162,21.0
95,2208,79.0
97,2254,62.0
99,2300,5.5
101,2346,37.5
103,2392,44.0
105,2438,70.5
107,2484,40.5
109,2530,17.0
111,2576,20.5
113,2622,24.5
115,2668,65.0
117,2714,51.5
119,2760,69.5
121,2806,26.0
123,2852,63.0
125,2898,60.0
127,2944,50.0
129,2990,69.5
131,3036,71.0
133,3082,66.0
135,3128,12.5
137,3174,45.0
139,3220,43.0
141,3266,37.5
143,3312,43.0
145,3358,31.5
147,3404,52.5
149,3450,37.5
151,3496,58.5
153,3542,22.0
155,3588,42.5
157,3634,37.5
159,3680,25.5
161,3726,51.5
163,3772,41.5
165,3818,54.0
167,3864,47.0
169,3910,74.5
171,3956,58.5
173,4002,15.5
175,4048,12.5
177,4094,80.5
179,4140,15.0
181,4186,53.0
183,4232,17.5
185,4278,58.5
187,4324,29.0
189,4370,52.5
191,4416,73.5
193,4462,48.5
195,4508,58.0
197,4554,33.0
199,4600,51.0
201,4646,45.0
203,4692,21.5
205,4738,57.5
207,4784,63.0
209,4830,31.5
211,4876,19.0
213,4922,19.0
215,4968,56.0
217,5014,67.5
219,5060,36.5
221,5106,80.5
223,5152,31.0
225,5198,52.0
227,5244,65.0
229,5290,32.0
231,5336,26.5
233,5382,61.5
235,5428,69.5
237,5474,8.0
239,5520,59.5
241,5566,23.5
243,5612,52.5
245,5658,28.5
247,5704,61.5
249,5750,7.5
251,5796,64.0
253,5842,-5.5
255,5888,25.5
257,5934,45.5
259,5980,18.0
261,6026,61.0
263,6072,26.5
265,6118,48.5
267,6164,41.0
269,6210,71.0
271,6256,51.5
273,6302,59.5
275,6348,63.0
277,6394,54.0
279,6440,29.0
281,6486,77.5
283,6532,25.0
285,6578,49.5
287,6624,27.0
289,6670,60.0
291,6716,70.5
293,6762,71.0
295,6808,42.0
297,6854,34.0
299,6900,11.0
301,6946,43.5
303,6992,12.0
305,7038,50.5
307,7084,37.0
309,7130,50.5
311,7176,42.0
313,7222,41.0
315,7268,44.0
317,7314,36.0
319,7360,61.0
321,7406,38.5
323,7452,53.0
325,7498,65.5
327,7544,68.0
329,7590,44.5
331,7636,41.5
333,7682,35.5
335,7728,51.0
337,7774,41.5
339,7820,33.5
341,7866,80.0
343,7912,80.0
345,7958,20.5
347,8004,64.0
349,8050,31.0
351,8096,-3.0
353,8142,56.5
355,8188,66.0
357,8234,27.5
359,8280,16.5
361,8326,49.0
363,8372,54.5
365,8418,24.0
367,8464,39.0
369,8510,68.0
371,8556,80.0
373,8602,54.0
375,8648,60.5
377,8694,64.0
379,8740,63.5
381,8786,58.5
383,8832,52.5
385,8878,73.5
387,8924,33.5
389,8970,33.0
391,9016,59.5
393,9062,18.5
395,9108,70.5
397,9154,55.5
399,9200,35.0
401,9246,35.0
403,9292,21.0
405,9338,31.0
407,9384,60.0
409,9430,49.0
411,9476,53.5
413,9522,41.0
415,9568,60.0
417,9614,24.5
419,9660,47.5
421,9706,3.5
423,9752,56.5
425,9798,55.0
427,9844,35.0
429,9890,55.5
431,9936,39.5
433,9982,52.0
435,10028,41.0
437,10074,31.5
439,10120,78.0
441,10166,44.5
443,10212,24.5
445,10258,12.0
447,10304,27.5
449,10350,47.5
451,10396,34.5
453,10442,67.0
455,10488,44.0
457,10534,55.0
459,10580,6.0
461,10626,3.0
463,10672,22.0
465,10718,36.5
467,10764,49.0
469,10810,70.5
471,10856,40.0
473,10902,39.5
475,10948,36.5
477,10994,60.5
479,11040,37.5
481,11086,7.0
483,11132,34.0
485,11178,58.5
487,11224,2.0
489,11270,35.5
491,11316,71.0
493,11362,0.5
495,11408,51.0
497,11454,26.0
499,11500,50.0
501,11546,19.0
503,11592,51.0
