episode,timestep,reward
1,46,176.0
3,92,176.0
5,138,176.0
7,184,176.0
9,230,176.0
11,276,176.0
13,322,176.0
15,368,176.0
17,414,176.0
19,460,176.0
21,506,176.0
23,552,176.0
25,598,176.0
27,644,176.0
29,690,176.0
31,736,176.0
33,782,176.0
35,828,176.0
37,874,176.0
39,920,176.0
41,966,176.0
43,1012,176.0
45,1058,176.0
47,1104,176.0
49,1150,176.0
51,1196,176.0
53,1242,176.0
55,1288,176.0
57,1334,176.0
59,1380,176.0
61,1426,176.0
63,1472,176.0
65,1518,176.0
67,1564,176.0
69,1610,176.0
71,1656,176.0
73,1702,176.0
75,1748,176.0
77,1794,176.0
79,1840,176.0
81,1886,176.0
83,1932,176.0
85,1978,176.0
87,2024,176.0
89,2070,176.0
91,2116,176.0
93,2162,176.0
95,2208,176.0
97,2254,176.0
99,2300,176.0
101,2346,176.0
103,2392,176.0
105,2438,176.0
107,2484,176.0
109,2530,176.0
111,2576,176.0
113,2622,176.0
115,2668,176.0
117,2714,176.0
119,2760,176.0
121,2806,176.0
123,2852,176.0
125,2898,176.0
127,2944,176.0
129,2990,176.0
131,3036,176.0
133,3082,176.0
135,3128,176.0
137,3174,176.0
139,3220,176.0
141,3266,176.0
143,3312,176.0
145,3358,176.0
147,3404,176.0
