episode,timestep,reward
1,46,47.0
3,92,88.5
5,138,58.0
7,184,78.5
9,230,92.5
11,276,95.5
13,322,601.5
15,368,72.0
17,414,139.0
19,460,88.5
21,506,90.5
23,552,93.5
25,598,116.5
27,644,607.5
29,690,122.0
31,736,639.0
33,782,129.5
35,828,660.5
37,874,112.0
39,920,275.5
41,966,123.5
43,1012,102.5
45,1058,183.0
47,1104,761.5
49,1150,98.0
51,1196,172.5
53,1242,126.0
55,1288,680.5
57,1334,592.0
59,1380,103.0
61,1426,598.0
63,1472,643.0
65,1518,90.5
67,1564,556.5
69,1610,647.5
71,1656,584.0
73,1702,140.5
75,1748,587.5
77,1794,223.5
79,1840,85.5
81,1886,176.5
83,1932,614.0
85,1978,673.0
87,2024,763.0
89,2070,184.0
91,2116,103.0
93,2162,622.0
95,2208,138.5
97,2254,181.0
99,2300,200.5
101,2346,373.0
103,2392,127.0
105,2438,560.0
107,2484,708.0
109,2530,311.5
111,2576,123.0
113,2622,67.5
115,2668,108.0
117,2714,634.5
119,2760,126.0
121,2806,607.0
123,2852,771.5
125,2898,746.0
127,2944,1103.0
129,2990,818.0
131,3036,79.5
133,3082,172.5
135,3128,695.5
137,3174,1169.5
139,3220,128.0
141,3266,1163.0
143,3312,1165.5
145,3358,136.5
147,3404,72.5
149,3450,686.0
151,3496,215.0
153,3542,124.5
155,3588,1238.5
157,3634,622.5
159,3680,1093.5
161,3726,1127.5
163,3772,1085.0
165,3818,196.5
167,3864,1193.0
169,3910,727.0
171,3956,1134.5
173,4002,666.0
175,4048,161.0
177,4094,517.0
179,4140,661.5
181,4186,701.5
183,4232,1352.0
185,4278,1408.5
187,4324,1439.5
189,4370,1238.0
191,4416,84.0
193,4462,1131.0
195,4508,672.0
197,4554,612.0
199,4600,1363.5
201,4646,1202.0
203,4692,584.5
205,4738,655.5
207,4784,1309.5
209,4830,647.0
211,4876,1307.5
213,4922,1220.0
215,4968,639.0
217,5014,792.0
219,5060,646.5
221,5106,697.0
223,5152,746.5
225,5198,1264.0
227,5244,1199.5
229,5290,1131.5
231,5336,759.5
233,5382,1514.0
235,5428,760.0
237,5474,1129.0
239,5520,736.5
241,5566,794.0
243,5612,127.5
245,5658,1239.5
247,5704,945.5
249,5750,159.0
251,5796,581.0
253,5842,1348.5
255,5888,167.5
257,5934,1177.0
