episode,timestep,reward
1,46,74.0
3,92,7.5
5,138,69.5
7,184,61.0
9,230,74.5
11,276,62.0
13,322,68.5
15,368,18.5
17,414,27.5
19,460,91.0
21,506,67.0
23,552,51.0
25,598,31.5
27,644,82.0
29,690,63.0
31,736,67.5
33,782,72.5
35,828,53.5
37,874,60.5
39,920,87.0
41,966,54.5
43,1012,72.5
45,1058,49.5
47,1104,65.0
49,1150,66.0
51,1196,39.0
53,1242,54.0
55,1288,35.5
57,1334,85.5
59,1380,51.5
61,1426,70.5
63,1472,85.5
65,1518,70.5
67,1564,71.0
69,1610,70.0
71,1656,86.5
73,1702,92.0
75,1748,45.5
77,1794,69.0
79,1840,75.0
81,1886,48.0
83,1932,57.0
85,1978,43.5
87,2024,52.0
89,2070,57.5
91,2116,27.5
93,2162,81.5
95,2208,49.0
97,2254,43.0
99,2300,97.5
101,2346,95.5
103,2392,102.0
105,2438,53.5
107,2484,69.5
109,2530,66.0
111,2576,55.0
113,2622,50.5
115,2668,60.0
117,2714,35.0
119,2760,68.5
121,2806,97.5
123,2852,67.0
125,2898,52.5
127,2944,94.0
129,2990,29.5
131,3036,23.0
133,3082,39.5
135,3128,106.5
137,3174,68.5
139,3220,50.5
141,3266,83.5
143,3312,50.0
145,3358,84.5
147,3404,60.0
149,3450,58.0
151,3496,66.0
153,3542,101.0
155,3588,18.0
157,3634,82.5
159,3680,86.5
161,3726,83.0
163,3772,94.0
165,3818,73.0
167,3864,33.5
169,3910,94.5
171,3956,82.0
173,4002,68.0
175,4048,57.0
177,4094,89.5
179,4140,51.5
181,4186,46.5
183,4232,84.0
185,4278,79.0
187,4324,40.0
189,4370,105.5
191,4416,44.5
193,4462,30.0
195,4508,84.5
197,4554,36.5
199,4600,58.5
201,4646,69.0
203,4692,87.5
205,4738,53.5
207,4784,66.0
209,4830,71.0
211,4876,91.0
213,4922,45.0
215,4968,58.5
217,5014,54.5
219,5060,98.0
221,5106,49.0
223,5152,40.0
225,5198,39.5
227,5244,64.5
229,5290,76.0
231,5336,43.0
233,5382,73.0
235,5428,62.0
237,5474,56.5
239,5520,65.5
241,5566,86.0
243,5612,73.5
245,5658,29.5
247,5704,112.0
249,5750,95.0
251,5796,103.5
253,5842,76.5
255,5888,70.0
