episode,timestep,reward
1,46,74.0
3,92,71.5
5,138,71.0
7,184,89.5
9,230,73.5
11,276,61.0
13,322,57.0
15,368,77.0
17,414,90.5
19,460,90.0
21,506,90.5
23,552,61.5
25,598,87.0
27,644,58.5
29,690,79.5
31,736,65.0
33,782,69.0
35,828,57.5
37,874,72.5
39,920,79.0
41,966,79.0
43,1012,83.5
45,1058,95.0
47,1104,76.5
49,1150,61.0
51,1196,79.5
53,1242,93.5
55,1288,95.0
57,1334,67.5
59,1380,86.5
61,1426,81.5
63,1472,61.5
65,1518,82.0
67,1564,72.0
69,1610,68.5
71,1656,91.5
73,1702,53.0
75,1748,98.5
77,1794,75.0
79,1840,71.5
81,1886,70.0
83,1932,57.5
85,1978,95.5
87,2024,101.0
89,2070,85.0
91,2116,83.0
93,2162,101.0
95,2208,69.0
97,2254,98.0
99,2300,67.0
101,2346,58.5
103,2392,86.5
105,2438,73.5
107,2484,64.5
109,2530,72.0
111,2576,65.5
113,2622,90.5
115,2668,76.5
117,2714,57.0
119,2760,78.0
121,2806,76.0
123,2852,88.5
125,2898,82.0
127,2944,73.0
129,2990,79.5
131,3036,77.5
133,3082,94.0
135,3128,65.5
137,3174,64.0
139,3220,58.0
141,3266,57.5
143,3312,74.0
145,3358,88.0
147,3404,95.0
149,3450,79.5
151,3496,67.5
153,3542,75.5
155,3588,104.0
157,3634,72.5
159,3680,91.0
161,3726,87.0
163,3772,92.0
165,3818,66.5
167,3864,92.0
169,3910,62.5
171,3956,97.5
173,4002,80.5
175,4048,95.0
177,4094,73.5
179,4140,74.5
181,4186,81.5
183,4232,69.5
185,4278,63.5
187,4324,56.0
189,4370,85.0
191,4416,57.5
193,4462,77.0
195,4508,70.5
197,4554,68.5
199,4600,61.0
201,4646,81.0
203,4692,68.0
205,4738,72.0
207,4784,78.5
209,4830,78.0
211,4876,73.5
213,4922,70.5
215,4968,68.0
217,5014,82.0
219,5060,83.5
221,5106,86.5
223,5152,93.5
225,5198,113.0
227,5244,72.5
229,5290,80.5
231,5336,92.0
233,5382,60.5
235,5428,82.0
237,5474,89.5
239,5520,71.5
241,5566,103.0
243,5612,76.5
245,5658,78.5
247,5704,71.5
249,5750,87.0
251,5796,97.0
253,5842,73.5
255,5888,91.0
257,5934,86.0
259,5980,82.0
261,6026,89.5
263,6072,107.5
265,6118,96.0
267,6164,97.5
269,6210,80.0
271,6256,74.5
273,6302,60.0
275,6348,63.5
277,6394,72.5
279,6440,90.0
281,6486,69.0
283,6532,98.5
285,6578,74.0
287,6624,78.0
289,6670,87.0
291,6716,63.5
293,6762,64.5
295,6808,67.5
297,6854,76.0
299,6900,72.0
301,6946,82.0
303,6992,61.5
305,7038,64.0
307,7084,88.5
309,7130,62.0
311,7176,94.0
313,7222,81.5
315,7268,51.5
317,7314,92.5
319,7360,92.5
321,7406,69.0
323,7452,90.0
325,7498,97.5
327,7544,60.0
329,7590,68.0
331,7636,47.0
333,7682,71.5
335,7728,102.5
337,7774,62.5
339,7820,89.0
341,7866,72.5
343,7912,77.0
345,7958,77.0
347,8004,84.0
349,8050,67.5
351,8096,93.5
353,8142,53.5
355,8188,77.5
357,8234,64.5
359,8280,84.5
361,8326,75.0
363,8372,69.5
365,8418,89.0
367,8464,63.0
369,8510,100.5
371,8556,47.5
373,8602,61.5
375,8648,53.5
377,8694,66.0
379,8740,68.5
381,8786,79.0
383,8832,76.5
385,8878,84.5
387,8924,70.5
389,8970,41.5
391,9016,75.0
393,9062,69.0
395,9108,80.5
397,9154,58.0
399,9200,90.5
401,9246,44.5
403,9292,74.5
405,9338,79.5
407,9384,94.5
409,9430,66.0
411,9476,84.5
413,9522,67.0
415,9568,43.0
417,9614,92.5
419,9660,44.0
421,9706,90.5
423,9752,84.0
425,9798,67.0
427,9844,50.5
429,9890,81.5
431,9936,73.0
433,9982,50.5
435,10028,67.5
437,10074,60.0
439,10120,79.5
441,10166,65.5
443,10212,66.5
445,10258,66.5
447,10304,82.0
449,10350,65.5
451,10396,53.5
453,10442,75.0
455,10488,73.5
457,10534,49.0
459,10580,56.5
461,10626,57.0
463,10672,48.0
465,10718,55.5
467,10764,53.5
469,10810,68.5
471,10856,43.0
473,10902,66.5
475,10948,57.0
477,10994,64.0
479,11040,62.0
481,11086,81.5
483,11132,54.0
485,11178,66.0
487,11224,36.5
489,11270,46.5
491,11316,56.5
493,11362,53.5
495,11408,41.5
497,11454,74.0
499,11500,55.0
501,11546,69.5
503,11592,41.0
505,11638,39.0
507,11684,54.5
509,11730,51.5
511,11776,49.5
513,11822,44.0
515,11868,73.5
517,11914,53.5
519,11960,42.5
521,12006,48.5
523,12052,70.0
525,12098,55.0
527,12144,44.5
529,12190,47.5
531,12236,54.5
533,12282,54.0
535,12328,56.0
537,12374,54.5
539,12420,53.0
541,12466,45.5
543,12512,44.5
545,12558,44.0
547,12604,63.5
549,12650,43.0
551,12696,42.5
553,12742,46.0
555,12788,41.0
557,12834,50.5
559,12880,51.0
561,12926,58.0
563,12972,51.5
565,13018,66.5
567,13064,46.5
569,13110,54.5
571,13156,48.5
573,13202,43.0
575,13248,49.0
577,13294,47.5
579,13340,65.5
581,13386,69.0
583,13432,54.5
585,13478,50.0
587,13524,54.0
589,13570,77.0
591,13616,42.0
593,13662,48.0
595,13708,47.5
597,13754,46.5
599,13800,73.5
601,13846,40.5
603,13892,42.0
605,13938,47.0
607,13984,53.5
609,14030,37.0
611,14076,55.5
613,14122,55.5
615,14168,66.0
617,14214,57.0
619,14260,52.0
