algorithm,Nodes,Edges,Layer,Budget,Diffusion,Seed set,Spread,Tỉme
RL_MIM,461,584,5,20,LT,"[132, 168, 1, 3, 246, 97, 63, 100, 150, 423, 329, 378, 61, 86, 85, 26, 435, 139, 25, 158, 36, 79, 451, 322, 317, 18, 57, 177, 308, 448, 7, 15, 69, 103, 172, 231, 236, 277, 305, 311, 318, 399, 310, 95, 83, 259, 54, 12, 28, 30, 41, 46, 52, 65, 71, 73, 203, 208, 105, 365, 34, 76, 215, 219, 372, 268, 146, 164, 220, 298, 22, 292, 293, 117, 252, 120, 196, 200, 218, 226, 430, 367, 288, 230, 190, 254, 276, 381, 364, 161, 86, 123]",367.0,51.31017327308655
